candidate_id	axis	category	topic	statement_id	statement_text	value	source	confidence	justification
ענבר בזק	יכולות	חקיקה, פוליטיקה ומוסדות	חקיקה, פוליטיקה ומוסדות	cap_018	יכולת לתרגם עמדות אידיאולוגיות לפעולות מוסדיות או חקיקתיות	has	profile_text	84	היא תרגמה מצוקות עצמאים ופריפריה לדרישות מדיניות, תיקוני חקיקה ופעולה בכנסת.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_019	יכולת ליצור מסרים חדים, ברורים וזכירים	has	profile_text	80	המסר הציבורי שלה ברור: עצמאים, עסקים קטנים, צפון, פריפריה וכלכלה מעשית.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_020	יכולת לייצר תוכן דיגיטלי, ויראלי או תקשורתי שמגיע לקהלים רחבים	unknown	profile_text	0	לא נמצאה בפרופיל ראיה ליכולת יצירת תוכן דיגיטלי או ויראלי רחב.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_021	ניסיון בהופעה ציבורית, ראיונות, פודקאסטים, קולנוע, כתיבה או הרצאות	has	profile_text	82	היא מרצה באקדמיה, יועצת עסקית וחברת כנסת לשעבר, ולכן יש בסיס לניסיון הופעה והסברה ציבורית.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_022	יכולת להסביר נושאים מורכבים בשפה נגישה ולא טכנוקרטית	has	profile_text	86	הפרופיל מדגיש שהיא מדברת בשפה תפעולית ונגישה על רגולציה, אשראי, מסים ופריפריה.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_023	יכולת לנהל מאבק תודעתי מול יריבים פוליטיים או תקשורתיים	partial	profile_text	66	היא הובילה מאבק ציבורי של עצמאים, אך אינה מתוארת כמנהלת מאבק תודעתי חריף מול יריבים פוליטיים.
ענבר בזק	יכולות	תקשורת, הסברה והשפעה ציבורית	תקשורת, הסברה והשפעה ציבורית	cap_024	יכולת להפוך סיפור אישי או ערכי לכלי גיוס ציבורי	has	profile_text	84	סיפורה כבת הצפון, ספורטאית מצטיינת ומובילת עצמאים משמש כלי גיוס ציבורי אמין.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_025	יכולת לחבר בין יהודים לערבים בתוך מסגרת פוליטית או אזרחית משותפת	unknown	profile_text	0	לא נמצאה בפרופיל יכולת מוכחת לחבר בין יהודים לערבים במסגרת פוליטית או אזרחית משותפת.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_026	יכולת לחבר בין שמאל ליברלי לבין פריפריה מזרחית, מסורתית או גיאוגרפית	has	profile_text	88	הפרופיל מציג חיבור חזק בין מחנה ליברלי לבין פריפריה גיאוגרפית, צפון, חקלאות ועסקים קטנים.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_027	יכולת לחבר בין עולם המחאה לבין עבודה מפלגתית ומוסדית	partial	profile_text	72	היא חיברה בין תנועה אזרחית של עצמאים לבין עבודה בכנסת, אך לא מוצגת כמובילת מחאה מפלגתית רחבה.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_028	יכולת לחבר בין היי־טק, חדשנות ודיגיטל לבין פוליטיקה ציבורית	unknown	profile_text	0	לא נמצאה בפרופיל יכולת לחבר בין היי־טק, חדשנות ודיגיטל לבין פוליטיקה ציבורית.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_029	יכולת לחבר בין שפה מקצועית־ביטחונית לבין שפה אזרחית וערכית	unknown	profile_text	0	לא נמצאה בפרופיל שפה מקצועית־ביטחונית או יכולת לחבר אותה לשפה אזרחית.
ענבר בזק	יכולות	חיבור בין קהלים ועולמות	חיבור בין קהלים ועולמות	cap_030	אמינות מול קהילות שטח ולא רק מול קהל תקשורתי או אליטיסטי	has	profile_text	93	הזיהוי עם עצמאים, חקלאים, רשויות מקומיות וצפון מצביע על אמינות מול קהילות שטח.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_031	שימוש בטכנולוגיה, מידע או כלים דיגיטליים לשיתוף ציבור וארגון פוליטי	unknown	profile_text	0	לא נמצאה בפרופיל ראיה לשימוש בטכנולוגיה או כלים דיגיטליים לשיתוף ציבור וארגון פוליטי.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_032	חשיבה מערכתית שמזהה קשרים בין משבר פוליטי, כלכלה, ביטחון וחברה	has	profile_text	82	הפרופיל מחבר בין כלכלה, רגולציה, פריפריה, רשויות מקומיות, חקלאות ומדיניות ציבורית.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_033	יזמות בפתרונות לא שגרתיים לבעיות פוליטיות או חברתיות	has	profile_text	84	הקמת 'עצמאים עושים שינוי' והצעת רשת ביטחון לעצמאים מצביעות על יזמות פתרונות לא שגרתיים.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_034	יכולת ללמוד תחומים חדשים ולהפוך אותם לשפה ציבורית ברורה	has	profile_text	90	המעבר בין ספורט, אקדמיה, ייעוץ עסקי, ניהול אזורי וכנסת מצביע על יכולת למידה והנגשה.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_035	שילוב בין ידע מקצועי, ניסיון אישי וערכים פוליטיים	has	profile_text	96	הפרופיל משלב ידע כלכלי־עסקי, ניסיון ניהולי, סיפור אישי צפוני וערכים ליברליים־דמוקרטיים.
ענבר בזק	יכולות	חדשנות, למידה ושיתוף ציבור	חדשנות, למידה ושיתוף ציבור	cap_036	פתיחות לניסויים ארגוניים ודמוקרטיים חדשים ולא רק לשיטות פוליטיות קיימות	partial	profile_text	70	הקמת תנועה אזרחית מצביעה על פתיחות ארגונית, אך לא מתוארים ניסויים דמוקרטיים חדשים.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-001	המועמד מייצג את הקול הנשי בזירה הציבורית.	supports	profile_text	90	הפרופיל מציג אותה כאישה ציבורית, מנהלת, חברת כנסת לשעבר ודמות המחויבת לקידום נשים.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-002	המועמד נתפס בציבור הרחב כמי שמבין חסמים ייחודיים של נשים בפוליטיקה, בעבודה ובחברה.	supports	profile_text	80	הפרופיל מציין שהיא מדברת על קידום נשים במוקדי החלטה, בעסקים, ברשויות ובפוליטיקה.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-003	המועמד נתפס בציבור הרחב כמי שנותן מקום מכבד לקבוצות מיעוט בחברה הישראלית.	mixed	profile_text	64	היא מזוהה עם מחנה ליברלי וקהלים מגוונים, אך לא מוצגת כנושאת דגל מרכזית של קבוצות מיעוט.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-004	המועמד נתפס בציבור הרחב כמי שיכול לייצג את בני המיעוטים הלא יהודיים.	unknown	profile_text	0	לא נמצאה בפרופיל תדמית של מי שיכולה לייצג בני מיעוטים לא יהודיים.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-005	המועמד נתפס בציבור הרחב כמי שמביא את קול הפריפריה או מבין לעומק את צרכיה.	supports	profile_text	96	הפרופיל מציג אותה במובהק כנציגת הצפון והפריפריה הגיאוגרפית והיצרנית.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-006	המועמד נתפס בציבור הרחב כמי שיכול לצמצם את הפער התדמיתי והמעשי בין המרכז לפריפריה.	supports	profile_text	92	הדימוי שלה נשען על חיבור בין מרכז פוליטי־ליברלי לבין גליל, חקלאות, עסקים קטנים ורשויות מקומיות.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-007	המועמד נתפס בציבור הרחב כמי שמביא גאווה בזהות מזרחית בלי להפוך אותה לשסע מפריד.	unknown	profile_text	0	לא נמצאה בפרופיל זיקה לזהות מזרחית או לייצוג גאווה מזרחית.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-008	המועמד נתפס בציבור הרחב כמי שמכבד זהות דתית ומסורתית בתוך מרחב דמוקרטי וליברלי.	unknown	profile_text	0	לא נמצאה בפרופיל תדמית ברורה של כיבוד זהות דתית ומסורתית.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-009	המועמד נתפס בציבור הרחב כמי שיכול לגשר בין חילונים, מסורתיים ודתיים.	unknown	profile_text	0	לא נמצאה בפרופיל תדמית של מגשרת בין חילונים, מסורתיים ודתיים.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-010	המועמד נתפס בציבור הרחב כמי שנוכחותו ברשימה מרחיבה את תחושת הייצוג של קהלים מגוונים.	supports	profile_text	86	נוכחותה מרחיבה ייצוג של נשים, עצמאים, הצפון, חקלאות ופריפריה במסגרת המחנה הדמוקרטי.
ענבר בזק	תדמית	זהות וייצוג	זהות וייצוג	T-011	המועמד נתפס בציבור הרחב כמי שמוסיף לרשימה עומק חברתי ולא רק ניסיון פוליטי או תקשורתי.	supports	profile_text	92	היא מוסיפה עומק חברתי־כלכלי דרך עצמאים, עסקים קטנים, פריפריה וחקלאות.
ענבר בזק	תדמית	ממלכתיות ואחריות	ממלכתיות ואחריות	T-012	המועמד נתפס בציבור הרחב כבעל עמוד שדרה ערכי.	supports	profile_text	82	הפרופיל מציג אותה כמחויבת לערכי המחנה הדמוקרטי־ליברלי ולשיפור מציאות אזרחית.
ענבר בזק	תדמית	ממלכתיות ואחריות	ממלכתיות ואחריות	T-013	המועמד נתפס בציבור הרחב כדמות ממלכתית ואחראית.	supports	profile_text	86	היא מתוארת כדמות פרקטית, עניינית, פחות תיאטרלית ובעלת שפה ממלכתית־אזרחית.
ענבר בזק	תדמית	ממלכתיות ואחריות	ממלכתיות ואחריות	T-014	המועמד נתפס בציבור הרחב כמי שמכבד מוסדות מדינה ושלטון חוק.	supports	profile_text	80	הפרופיל מציין הזדהות עם שלטון החוק, מוסדות דמוקרטיים ומאבק בשחיתות.
ענבר בזק	תדמית	ממלכתיות ואחריות	ממלכתיות ואחריות	T-015	המועמד נתפס בציבור הרחב כמי שמסוגל לפעול מתוך שיקול דעת ולא רק מתוך כעס.	supports	profile_text	88	הפרופיל מתאר אותה כאשת ביצוע פרקטית ועניינית, פחות כאשת סיסמאות או תיאטרון פוליטי.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-016	המועמד נתפס בציבור הרחב כמי שפועל מתוך שליחות ולא רק מתוך קריירה.	supports	profile_text	84	הקמת תנועת העצמאים וההתמקדות בצפון ובעסקים קטנים מצביעות על שליחות ציבורית.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-017	המועמד נתפס בציבור הרחב כאדם אמין וישר.	supports	profile_text	78	הפרופיל מדגיש אותנטיות, אמינות מקצועית וגישה עניינית כלפי קהלי השטח שלה.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-018	המועמד נתפס בציבור הרחב כדמות רצינית ולא כגימיק תקשורתי.	supports	profile_text	88	היא מוצגת כמנהלת, יועצת, מרצה, מנכ״לית חברה כלכלית וחברת כנסת לשעבר ולא כגימיק.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-019	המועמד נתפס בציבור הרחב כמי שאפשר לסמוך עליו בתפקיד ציבורי.	supports	profile_text	84	ניסיונה הניהולי והציבורי תומך בתדמית של דמות שניתן לסמוך עליה בתפקיד ציבורי.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-020	המועמד נתפס בציבור הרחב כבעל ניסיון ציבורי משמעותי.	supports	profile_text	86	הפרופיל מציין ניסיון כחברת כנסת, מייסדת תנועה אזרחית ומנכ״לית חברה כלכלית אזורית.
ענבר בזק	תדמית	יושרה, אמינות וניסיון 	יושרה, אמינות וניסיון 	T-021	המועמד נתפס בציבור הרחב כמי שמבין איך פועלת מערכת פוליטית.	supports	profile_text	78	היא שובצה ברשימות, כיהנה בכנסת והצטרפה לדמוקרטים, אך ניסיון הפרלמנטרי שלה קצר יחסית.
ענבר בזק	תדמית	תקשורתיות ונראות	תקשורתיות ונראות	T-022	המועמד נתפס בציבור הרחב כדמות תקשורתית חזקה.	mixed	profile_text	65	היא דמות ציבורית מוכרת בתחומי עצמאים וצפון, אך אינה מתוארת כדמות תקשורתית חזקה במיוחד.
ענבר בזק	תדמית	תקשורתיות ונראות	תקשורתיות ונראות	T-023	המועמד נתפס בציבור הרחב כמי שיודע להעביר מסר ברור.	supports	profile_text	80	המסרים שלה סביב עצמאים, עסקים קטנים וצפון מתוארים כברורים ונגישים.
ענבר בזק	תדמית	תקשורתיות ונראות	תקשורתיות ונראות	T-024	המועמד נתפס בציבור הרחב כמי שמסוגל לבלוט בקמפיין בחירות.	supports	profile_text	72	הייצוג של עצמאים, נשים והצפון עשוי לבלוט בקמפיין, גם אם אינה דמות תקשורתית תיאטרלית.
ענבר בזק	תדמית	תקשורתיות ונראות	תקשורתיות ונראות	T-025	המועמד נתפס בציבור הרחב כמי שמביא ייצוג חשוב לרשימה.	supports	profile_text	90	היא מביאה ייצוג חשוב של נשים, עצמאים, עסקים קטנים, חקלאות וצפון.
ענבר בזק	תדמית	תקשורתיות ונראות	תקשורתיות ונראות	T-026	המועמד נתפס בציבור הרחב כמי שמרחיב את הדימוי של המפלגה.	supports	profile_text	88	הפרופיל מציג אותה כמי שמרחיבה את דימוי המפלגה לכיוון פריפריה יצרנית, עסקים קטנים וניהול מעשי.
ענבר בזק	תדמית	אותנטיות וסיפור אישי	אותנטיות וסיפור אישי	T-027	המועמד נתפס בציבור הרחב כמי שפועל מתוך שליחות ולא רק מתוך קריירה.	supports	profile_text	84	הפרופיל מציג אותה כפועלת מתוך שליחות עבור עצמאים, פריפריה וצפון ולא רק מתוך קריירה פוליטית.
מעלה לך קובץ אסא 
