"candidate_id","axis","category","statement_id","statement_text","value","source","confidence","justification"
"לי הופמן אגיב","יכולות","חיבור בין קהלים ועולמות","cap_028","יכולת לחבר בין היי־טק, חדשנות ודיגיטל לבין פוליטיקה ציבורית","partial","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","52","יש ניסיון חיבור קהילות ושטח, אך לא נמצא בסיס חזק לחיבור יהודי־ערבי, פריפריאלי, הייטק או שפה ביטחונית."
"לי הופמן אגיב","יכולות","חיבור בין קהלים ועולמות","cap_029","יכולת לחבר בין שפה מקצועית־ביטחונית לבין שפה אזרחית וערכית","partial","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","52","יש ניסיון חיבור קהילות ושטח, אך לא נמצא בסיס חזק לחיבור יהודי־ערבי, פריפריאלי, הייטק או שפה ביטחונית."
"לי הופמן אגיב","יכולות","חיבור בין קהלים ועולמות","cap_030","אמינות מול קהילות שטח ולא רק מול קהל תקשורתי או אליטיסטי","has","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","70","היא מחברת בין שטח, קהילות, מחאה, דיגיטל ופוליטיקה מפלגתית; יש בסיס טוב אך לא מלא לכל רכיבי החדשנות."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_031","שימוש בטכנולוגיה, מידע או כלים דיגיטליים לשיתוף ציבור וארגון פוליטי","has","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","70","היא מחברת בין שטח, קהילות, מחאה, דיגיטל ופוליטיקה מפלגתית; יש בסיס טוב אך לא מלא לכל רכיבי החדשנות."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_032","חשיבה מערכתית שמזהה קשרים בין משבר פוליטי, כלכלה, ביטחון וחברה","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס עובדתי מספיק בפרופיל ובמקורות שנבדקו כדי לקבוע את ההיגד בלי ניחוש."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_033","יזמות בפתרונות לא שגרתיים לבעיות פוליטיות או חברתיות","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס עובדתי מספיק בפרופיל ובמקורות שנבדקו כדי לקבוע את ההיגד בלי ניחוש."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_034","יכולת ללמוד תחומים חדשים ולהפוך אותם לשפה ציבורית ברורה","has","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","70","היא מחברת בין שטח, קהילות, מחאה, דיגיטל ופוליטיקה מפלגתית; יש בסיס טוב אך לא מלא לכל רכיבי החדשנות."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_035","שילוב בין ידע מקצועי, ניסיון אישי וערכים פוליטיים","has","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","70","היא מחברת בין שטח, קהילות, מחאה, דיגיטל ופוליטיקה מפלגתית; יש בסיס טוב אך לא מלא לכל רכיבי החדשנות."
"לי הופמן אגיב","יכולות","חדשנות, למידה ושיתוף ציבור","cap_036","פתיחות לניסויים ארגוניים ודמוקרטיים חדשים ולא רק לשיטות פוליטיות קיימות","has","https://hagush.org.il/candidates.html ; https://www.leehoffmannagiv.com/ ; https://www.ynet.co.il/news/article/rjakywcvzl ; https://www.bonot.org/events/pgyst-mwbylwt-sth-hwdsyt-bwnwt-ltrntybh-pbrwr ; https://www.ynet.co.il/news/article/r1tpwbrp2 ; https://www.israelhayom.co.il/magazine/special/article/17474694","70","היא מחברת בין שטח, קהילות, מחאה, דיגיטל ופוליטיקה מפלגתית; יש בסיס טוב אך לא מלא לכל רכיבי החדשנות."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-001","נטייה לתיקון חוקתי ומוסדי עמוק, ולא רק להחלפת ממשלה","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","86","אתר הקמפיין מדגיש דמוקרטיה, ריסון שלטוני, שקיפות, יושרה, ביזור סמכויות והחזרת השלטון לשירות האזרח."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-002","ראיית המשבר הדמוקרטי כתוצאה של שיטה פוליטית פגומה ולא רק של אדם או ממשלה מסוימת","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","86","אתר הקמפיין מדגיש דמוקרטיה, ריסון שלטוני, שקיפות, יושרה, ביזור סמכויות והחזרת השלטון לשירות האזרח."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-003","נכונות למאבק ציבורי חריף כאשר מוסדות המדינה נתפסים כמאוימים","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","58","הוא מדבר על שינוי עמוק ונחישות, אך גם על קירוב ולא הכרעה; אין בסיס למאבק חריף כקו יחיד."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-004","העדפה לשיקום ממלכתי, זהיר ומוסדי של המדינה לאחר המשבר","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","78","האתר מציג ניהול שינוי, עקביות, הישגים קטנים, שיתוף, בריתות וניהול איכותי; זה בסיס טוב לפשרה עניינית ושיקום."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-005","תמיכה בשיתוף ציבור, דמוקרטיה פנימית ושקיפות בתוך המפלגה ובמערכת הפוליטית","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","86","אתר הקמפיין מדגיש דמוקרטיה, ריסון שלטוני, שקיפות, יושרה, ביזור סמכויות והחזרת השלטון לשירות האזרח."
"יאיר רובינשטיין","דעות","דמוקרטיה, משילות ותיקון מוסדות המדינה","D-006","נכונות להגביל כוח שלטוני גם כאשר הכוח נמצא בידי המחנה הקרוב אידיאולוגית","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","86","אתר הקמפיין מדגיש דמוקרטיה, ריסון שלטוני, שקיפות, יושרה, ביזור סמכויות והחזרת השלטון לשירות האזרח."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-007","ראיית מצביעי המחנה השני כיריבים פוליטיים לגיטימיים ולא כאויבים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","הוא כותב שמתנגדים פוליטיים אינם אויבים ושאין רצון לנצח או להכריע אותם אלא לקרב אותם."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-008","הבחנה בין הנהגת המחנה השני לבין הציבור הרחב שתומך בה","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","הוא כותב שמתנגדים פוליטיים אינם אויבים ושאין רצון לנצח או להכריע אותם אלא לקרב אותם."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-009","אמונה שאפשר לבנות גשר מחודש בין המחנה הדמוקרטי־ליברלי לבין חלקים מהימין המסורתי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","הוא כותב שמתנגדים פוליטיים אינם אויבים ושאין רצון לנצח או להכריע אותם אלא לקרב אותם."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-010","העדפה להכרעה פוליטית ברורה על פני פיוס מוקדם עם המחנה השני","opposes","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","82","הוא מצהיר במפורש שאין רצון לנצח או להכריע את היריבים אלא לקרב אותם; לכן ההיגד על הכרעה על פני פיוס אינו נתמך."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-011","נכונות לשיח עם דתיים, מסורתיים, חרדים וימנים גם כאשר קיימת מחלוקת ערכית עמוקה","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","הוא כותב שמתנגדים פוליטיים אינם אויבים ושאין רצון לנצח או להכריע אותם אלא לקרב אותם."
"יאיר רובינשטיין","דעות","יחס למחנה השני ויכולת גישור","D-012","ראיית חלק מהמחנה השני כשותף עתידי אפשרי לשיקום המדינה לאחר עידן נתניהו","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","הוא כותב שמתנגדים פוליטיים אינם אויבים ושאין רצון לנצח או להכריע אותם אלא לקרב אותם."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-013","ראיית השסע העדתי והפריפריאלי כמרכיב מרכזי במשבר הפוליטי בישראל","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","50","יש דגש על שוויון, אזרח במרכז וביזור, אך אין התייחסות מפורטת לשסע עדתי/פריפריאלי."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-014","נכונות לדבר עם מצביעים מזרחים, מסורתיים ופריפריאליים בשפה שאינה מתנשאת ואינה רק ליברלית־אשכנזית","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","50","יש דגש על שוויון, אזרח במרכז וביזור, אך אין התייחסות מפורטת לשסע עדתי/פריפריאלי."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-015","ראיית השסע הדתי־חילוני כאיום מרכזי על הלכידות של החברה היהודית בישראל","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","82","המטה שהקים בדת ומדינה והטקסטים על יהדות פלורליסטית תומכים בבניית גשר דתי־חילוני."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-016","תמיכה בבניית ברית חדשה בין ליברלים, מסורתיים, דתיים מתונים ופריפריה חברתית","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","82","המטה שהקים בדת ומדינה והטקסטים על יהדות פלורליסטית תומכים בבניית גשר דתי־חילוני."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-017","ביקורת על מחנה המרכז־שמאל כאשר הוא נתפס כמנותק, אליטיסטי או חסר רגישות לפריפריה","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","50","יש דגש על שוויון, אזרח במרכז וביזור, אך אין התייחסות מפורטת לשסע עדתי/פריפריאלי."
"יאיר רובינשטיין","דעות","שסעים פנימיים בחברה היהודית","D-018","העדפה לתיקון יחסי מרכז־פריפריה כחלק מבניית מחנה דמוקרטי רחב","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","50","יש דגש על שוויון, אזרח במרכז וביזור, אך אין התייחסות מפורטת לשסע עדתי/פריפריאלי."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-019","העדפה לזהות ישראלית שבה הרכיב הדמוקרטי קודם לרכיב הדתי־לאומי כאשר יש התנגשות ביניהם","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-020","העדפה לזהות ישראלית שבה היהדות היא מקור תרבותי וערכי, אך אינה צריכה לשלוט במוסדות המדינה","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-021","תמיכה בהפרדה ברורה יותר בין סמכות דתית לבין סמכות מדינתית","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-022","נכונות לשמר מרכיבים יהודיים־מסורתיים במרחב הציבורי כדי לאפשר שותפות עם ציבור מסורתי ודתי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-023","התנגדות לכפייה דתית בנושאי נישואין, שבת, חינוך, מעמד אישי או שירות ציבורי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-024","תמיכה בשוויון חובות אזרחיות בין קבוצות, כולל שאלת גיוס חרדים או שירות אזרחי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","92","זה מוקד מובהק שלו: דת ומדינה, יהדות פלורליסטית, חופש פולחן, התנגדות להדרה ושוויון בפני החוק."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-025","אמונה שהפער בין ישראל ליברלית לבין ישראל שמרנית־דתית עדיין ניתן לגישור פוליטי וחברתי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","76","הוא מדבר על ביזור סמכויות, ניהול שוני, קירוב מחנות ושימור מסגרת אזרחית משותפת."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-026","ראיית הפער בין המחנות כעמוק עד כדי צורך בהסדרים של אוטונומיה, ביזור או הפרדה חלקית","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","58","יש אצלו תמיכה בביזור וניהול שונות, אך לא תמיכה מפורשת בהפרדה חברתית עמוקה או אוטונומיה."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-027","תמיכה בביזור סמכויות לשלטון מקומי כדי לאפשר לקהילות שונות לחיות לפי אורחות חיים שונים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","76","הוא מדבר על ביזור סמכויות, ניהול שוני, קירוב מחנות ושימור מסגרת אזרחית משותפת."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-028","התנגדות לרעיון של שתי מדינות לעם היהודי והעדפה למאבק על מסגרת מדינתית אחת משותפת","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","76","הוא מדבר על ביזור סמכויות, ניהול שוני, קירוב מחנות ושימור מסגרת אזרחית משותפת."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-029","פתיחות לרעיון של הסדרים פנימיים חדשים בין חילונים, דתיים, חרדים, מסורתיים וליברלים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","76","הוא מדבר על ביזור סמכויות, ניהול שוני, קירוב מחנות ושימור מסגרת אזרחית משותפת."
"יאיר רובינשטיין","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-030","ראיית המשבר הישראלי לא רק כמאבק ימין־שמאל אלא כמאבק בין מודלים שונים של חיים משותפים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","76","הוא מדבר על ביזור סמכויות, ניהול שוני, קירוב מחנות ושימור מסגרת אזרחית משותפת."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-031","ראיית אזרחי ישראל הערבים כחלק מלא מהדיון על עתיד המדינה ולא כעניין נפרד או משני","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-032","תמיכה בשוויון אזרחי גם כאשר הוא מחייב שינוי בחוקים, סמלים או חלוקת משאבים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-033","תמיכה בשותפות פוליטית יהודית־ערבית כחלק מבניית מחנה דמוקרטי רחב","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-034","העדפה לשילוב אזרחים ערבים במוקדי קבלת החלטות, כולל בתחומים מדיניים וביטחוניים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-035","התנגדות לגזענות, הדרה או דה־לגיטימציה של הציבור הערבי בישראל","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-036","הכרה בכך שחיים משותפים מחייבים גם התמודדות עם פחדים, טראומות וחוסר אמון בשני הצדדים","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","88","אתרו מדגיש שותפות יהודית־ערבית, שוויון זכויות מלא לכל אזרח, והתנגדות להנצחת ערבים כאזרחים סוג ב׳."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-037","תמיכה בנתיב מדיני ארוך טווח מול הפלסטינים, גם לאחר שבעה באוקטובר","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","75","האתר מדבר על ביטחון אמיתי דרך אינטרסים בינלאומיים, הסכמי שלום, והתנגדות לשליטה באנשים חסרי זכויות."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-038","העדפה להיפרדות מדינית וביטחונית מהפלסטינים כדי לשמור על ישראל יהודית ודמוקרטית","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","55","יש קו מדיני־אזורי ושלום, אך אין פירוט מספק על היפרדות ביטחונית או מודלים כמו קונפדרציה."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-039","תמיכה בפתרון שתי מדינות או במודל קרוב לו כיעד אסטרטגי","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","75","האתר מדבר על ביטחון אמיתי דרך אינטרסים בינלאומיים, הסכמי שלום, והתנגדות לשליטה באנשים חסרי זכויות."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-040","פתיחות למודלים מדיניים מורכבים כגון קונפדרציה, גבולות פתוחים או הסדר אזורי","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","55","יש קו מדיני־אזורי ושלום, אך אין פירוט מספק על היפרדות ביטחונית או מודלים כמו קונפדרציה."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-041","התנגדות להמשך שליטה ישראלית קבועה על אוכלוסייה פלסטינית ללא זכויות אזר מלאות","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","75","האתר מדבר על ביטחון אמיתי דרך אינטרסים בינלאומיים, הסכמי שלום, והתנגדות לשליטה באנשים חסרי זכויות."
"יאיר רובינשטיין","דעות","ביטחון, פלסטינים והסדר מדיני","D-042","ראיית הסדר אזורי עם מדינות ערביות מתונות כחלק מרכזי מהעתיד הביטחוני של ישראל","supports","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","75","האתר מדבר על ביטחון אמיתי דרך אינטרסים בינלאומיים, הסכמי שלום, והתנגדות לשליטה באנשים חסרי זכויות."
"יאיר רובינשטיין","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-043","ראיית שבעה באוקטובר כאירוע שמחייב חשבון נפש מדינתי, מוסדי וחברתי עמוק","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","52","האתר מדבר על אובדן ביטחון ואחריות שלטונית, אך לא מציג עיסוק מפורט ב־7 באוקטובר, חקירה או חטופים."
"יאיר רובינשטיין","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-044","תמיכה בוועדת חקירה ממלכתית ובאחריות אישית של הדרג המדיני והביטחוני","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","52","האתר מדבר על אובדן ביטחון ואחריות שלטונית, אך לא מציג עיסוק מפורט ב־7 באוקטובר, חקירה או חטופים."
"יאיר רובינשטיין","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-045","ראיית החטופים והמשפחות כסמל מוסרי מרכזי של אחריות המדינה לאזרחיה","unknown","לא נמצא מקור מספק בקובץ ההיגדים/פרופיל/מקורות הרשת שנבדקו; נשאר unknown לפי כלל לא לנחש","0","לא נמצא בסיס ישיר במקורות שנבדקו לעמדה ממוקדת על החטופים או שיקום העוטף."
"יאיר רובינשטיין","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-046","התנגדות לשימוש פוליטי ציני בכאב של משפחות, נפגעים או קהילות שנפגעו במלחמה","mixed","https://hagush.org.il/candidates.html ; https://yairrubinstein.org/ ; https://democrats.org.il/events/150925e/ ; https://e.democrats.org.il/Democrats_OpenHouses/240118","52","האתר מדבר על אובדן ביטחון ואחריות שלטונית, אך לא מציג עיסוק מפורט ב־7 באוקטובר, חקירה או חטופים."
